name,city,state,county,phone,address,licences,capacity,licensedBy,outOfState,source
WESTERN CONSOLIDATED COOPERATIVE FTWIN,ROOKS,SD,,,,dealer+warehouse,,,,registry-sd
Wheaton Dumont Co-op,Aberdeen,SD,,N/A,,,,,,barchart
Wheaton Dumont Co-op,Britton,SD,,605-448-2261,,,,,,barchart
WOONSOCKET ELEVATOR LLC DAKOTA FEED & GRAIN,WOONSOCKET,SD,,,,dealer+warehouse,,,,registry-sd
"WORLD FOOD PROCESSING, LLC PURIS",HARROLD,SD,,,,dealer+warehouse,,,,registry-sd
"YAGGIE'S, INC",YANKTON,SD,,,,dealer+warehouse,,,,registry-sd
StoneX Commodity Solutions LLC,Kansas City,,,816-410-7158,,dealer,,IA,yes,registry-ia
Sunrise Foods International (USA) Inc.,Pender,,,306-657-5796,,dealer,,IA,yes,registry-ia
"The A.R.C. Group, LLC",Lincoln,,,402-484-7474,,dealer,,IA,yes,registry-ia
"The DeLong Co., Inc.",Clinton,,,608-676-2255,,dealer,,IA,yes,registry-ia
"The Gutzmann Company, LLC",Pender,,,877-385-5579,,dealer,,IA,yes,registry-ia
"The Redwood Commodities Group, LLC",Mission,,,816-979-1786,,dealer,,IA,yes,registry-ia
The Scoular Company,Omaha,,,612-851-3746,,dealer,,IA,yes,registry-ia
ADM Grain,Dyersburg,TN,,N/A,,,,,,barchart
ADM Grain,Jackson,TN,,(731) 424-3535,,,,,,barchart
Cargill US,Halls,TN,,731-224-6142,,,,,,barchart
Consolidated Grain & Barge,Dyersburg,TN,,731-285-3640,,,,,,barchart
"GREENAMERICA BIOFUELS ORD, LLC",KNOXVILLE,TN,,,,dealer,"1,000,000",,,registry-ne
Obion Grain,Kenton,TN,,731-673-4212 ,,,,,,barchart
Obion Grain,Union City,TN,,731-885-9201,,,,,,barchart
Robinson & Belew Inc,Sharon,TN,,731-456-2628,,,,,,barchart
ABILENE AG SERVICE AND SUPPLY INC,,TX,TAYLOR,,,warehouse,,,,registry-tx
ACN AGRIPRODUCTS LLC,,TX,HIDALGO,,,warehouse,,,,registry-tx
ADJ ACQUISITION LLC,,TX,MEDINA,,,warehouse,,,,registry-tx
ALAN RITCHEY INC,,TX,COOKE,,,warehouse,,,,registry-tx
AMIGOS GRAIN ELEVATOR LLC,,TX,BEE,,,warehouse,,,,registry-tx
APEX GRAIN COMPANY LLC,,TX,HILL,,,warehouse,,,,registry-tx
ASSOCIATED COTTON GROWERS INC,,TX,CROSBY,,,warehouse,,,,registry-tx
BEAKLEY FARMS GRAIN LLC,,TX,ELLIS,,,warehouse,,,,registry-tx
BEN DIETERICH,,TX,MCLENNAN,,,warehouse,,,,registry-tx
BOMARTON COOP INC,,TX,BAYLOR,,,warehouse,,,,registry-tx
C E GRAIN LLC,,TX,HASKELL,,,warehouse,,,,registry-tx
Carl D. Ehrlich,San Antonio,TX,Bexar,(210) 590-0235,PO Box 34870,dealer+warehouse,,,,registry-mo
CHAFIN INVESTMENTS LTD,,TX,WILLIAMSON,,,warehouse,,,,registry-tx
CHAPA QUIROGA LLC,,TX,WILLACY,,,warehouse,,,,registry-tx
CHILTON GRAIN COMPANY,,TX,FALLS,,,warehouse,,,,registry-tx
CHS INC,,TX,PARMER,,,warehouse,,,,registry-tx
CIRCLEVILLE GRAIN LLC,,TX,WILLIAMSON,,,warehouse,,,,registry-tx
CONAGRI GOLDEN LLC,,TX,HIDALGO,,,warehouse,,,,registry-tx
COOPERATIVE GIN COMPANY,,TX,FANNIN,,,warehouse,,,,registry-tx
COTTON CENTER GRAIN LTD,,TX,HALE,,,warehouse,,,,registry-tx
D AND M COMMUNITY GRAIN LLC,,TX,BELL,,,warehouse,,,,registry-tx
Dumas Co-op Elevators,Dumas,TX,,806-935-6440,,,,,,barchart
Dumas Co-op Elevators,Dumas,TX,,806-935-6440,,,,,,barchart
Dumas Co-op Elevators,Dumas,TX,,806-948-5323 ,,,,,,barchart
ELKINS GRAIN LLC,,TX,HIDALGO,,,warehouse,,,,registry-tx
F TROOP GRAINS LLC,,TX,RANDALL,,,warehouse,,,,registry-tx
FARMER'S GRAIN COOPERATIVE OF MUNDAY TEXAS,,TX,KNOX,,,warehouse,,,,registry-tx
FARMERS COOP GIN AND ELEVATOR,,TX,WILBARGER,,,warehouse,,,,registry-tx
FARMERS COOP GIN OF MALONE,,TX,HILL,,,warehouse,,,,registry-tx
FARMERS COOPERATIVE SOCIETY OF STAMFORD,,TX,JONES,,,warehouse,,,,registry-tx
GLASSCOCK COUNTY COOP,,TX,GLASSCOCK,,,warehouse,,,,registry-tx
GRAIN GROWTH LLC,,TX,HAMILTON,,,warehouse,,,,registry-tx
GRAIN INVESTORS INC,,TX,SWISHER,,,warehouse,,,,registry-tx
HAMLIN ELEVATOR LLC,,TX,JONES,,,warehouse,,,,registry-tx
HI STARR GRAIN ELEVATOR CORP,,TX,HIDALGO,,,warehouse,,,,registry-tx
HONEY GROVE GRAIN AND PEANUT INC,,TX,FANNIN,,,warehouse,,,,registry-tx
ITASCA COOPERATIVE GRAIN COMPANY,,TX,HILL,,,warehouse,,,,registry-tx
IV FARMERS GRAIN INC,,TX,COLLIN,,,warehouse,,,,registry-tx
JOSEPH TRUCKING INC,,TX,VICTORIA,,,warehouse,,,,registry-tx
K AG INC,,TX,GUADALUPE,,,warehouse,,,,registry-tx
KELLER GRAIN INC,,TX,MEDINA,,,warehouse,,,,registry-tx
"KENSON GRAIN COMPANY, LP",THORNDALE,TX,,,,dealer+warehouse,,,,registry-sd
LIVESTOCK NUTRITION CENTER LLC,,TX,LAMAR,,,warehouse,,,,registry-tx
LONE STAR FARMERS COOPERATIVE,,TX,TOM GREEN,,,warehouse,,,,registry-tx
LONE STAR GRAIN LLC,,TX,BELL,,,warehouse,,,,registry-tx
LONE STAR GRAIN-CHILLICOTHE LLC,,TX,HARDEMAN,,,warehouse,,,,registry-tx
LOUIS DREYFUS COMPANY LLC,,TX,RUNNELS,,,warehouse,,,,registry-tx
LUBIANSKI GRAIN COMPANY,,TX,BEXAR,,,warehouse,,,,registry-tx
MARTINEK GRAIN AND BINS INC,,TX,COLLIN,,,warehouse,,,,registry-tx
MCFADDIN GRAIN CO,,TX,GOLIAD,,,warehouse,,,,registry-tx
MID COAST GRAIN CO,,TX,MATAGORDA,,,warehouse,,,,registry-tx
MUENNINK GRAIN MERCHANDISING,,TX,MEDINA,,,warehouse,,,,registry-tx
MUENSTER MILLING COMPANY LLC,,TX,COOKE,,,warehouse,,,,registry-tx
MUNCY ELEVATOR INC,,TX,FLOYD,,,warehouse,,,,registry-tx
MYERS GRAIN AND FERTILIZER INC,,TX,KNOX,,,warehouse,,,,registry-tx
POOLE PARTNERS LP,,TX,DALLAM,,,warehouse,,,,registry-tx
PRODUCERS COOPERATIVE ELEVATOR,,TX,FLOYD,,,warehouse,,,,registry-tx
PRODUCERS COOPERATIVE MARKETING ASSOCATION,,TX,GUADALUPE,,,warehouse,,,,registry-tx
QUALITY GRAIN LLC,,TX,GRAYSON,,,warehouse,,,,registry-tx
R AND R COMMODITIES LLC,,TX,BEE,,,warehouse,,,,registry-tx
RED RIVER COMMODITIES INC,LUBBOCK,TX,,,,dealer+warehouse,,,,registry-sd
REGAL AG LLC,,TX,CAMERON,,,warehouse,,,,registry-tx
REUS GRAIN LP,,TX,MEDINA,,,warehouse,,,,registry-tx
ROBERTSON COUNTY GRAIN COMPANY LLC,,TX,ROBERTSON,,,warehouse,,,,registry-tx
SANDERSON GRAIN INC,,TX,LAMB,,,warehouse,,,,registry-tx
SCOTT GING GRAIN INC,,TX,TRAVIS,,,warehouse,,,,registry-tx
SILVERCOT INC,,TX,BRISCOE,,,warehouse,,,,registry-tx
Skyland Grain,Dumas,TX,,N/A,,,,,,barchart
Skyland Grain,Sunray,TX,,(806) 948-4121,,,,,,barchart
STRATFORD GRAIN CO,,TX,SHERMAN,,,warehouse,,,,registry-tx
TEXAS VALLEY GRAIN LLC,,TX,HIDALGO,,,warehouse,,,,registry-tx
THORNDALE COOP GIN AND GRAIN CO,,TX,MILAM,,,warehouse,,,,registry-tx
THRALL COOP GRAIN CO,,TX,WILLIAMSON,,,warehouse,,,,registry-tx
TONY'S GRAIN LLC,,TX,COOKE,,,warehouse,,,,registry-tx
UVALDE COUNTY FARMERS COOPERATIVE,,TX,UVALDE,,,warehouse,,,,registry-tx
VALLEY FEED MILL INC OF PARIS,,TX,LAMAR,,,warehouse,,,,registry-tx
VICTORIA CALHOUN GRAIN COMPANY,,TX,VICTORIA,,,warehouse,,,,registry-tx
VIOLET GRAIN CO INC,,TX,NUECES,,,warehouse,,,,registry-tx
WALLER RICE DRIER INC,,TX,HARRIS,,,warehouse,,,,registry-tx
WALTON GRAIN LLC,,TX,HILL,,,warehouse,,,,registry-tx
WEST GRAIN INC,,TX,MCLENNAN,,,warehouse,,,,registry-tx
WILLAMAR PARTNERS LLC,,TX,WILLACY,,,warehouse,,,,registry-tx
WILLIAMS GIN AND GRAIN INC,,TX,HILL,,,warehouse,,,,registry-tx
WILLIAMSON COUNTY GRAIN INC,,TX,WILLIAMSON,,,warehouse,,,,registry-tx
WINGATE GIN CORPORATION,,TX,RUNNELS,,,warehouse,,,,registry-tx
WNGU LLC,,TX,HIDALGO,,,warehouse,,,,registry-tx
WOODSBORO FARMERS COOPERATIVE,,TX,REFUGIO,,,warehouse,,,,registry-tx
"Ardent Mills, LLC",Ogden,UT,,,,dealer,,,,registry-id
"Barkley Seed, Inc. Brigham",City,UT,,,,dealer,,,,registry-id
"Big J Milling & Elevator Co., Inc. Brigham",City,UT,,,,dealer,,,,registry-id
Diversiﬁed Ag Marketing,Fielding,UT,,,,dealer,,,,registry-id
Smithfield Grain - East,Petersburg,VA,,804-733-5750,,,,,,barchart
Smithfield Grain - East,Waverly,VA,,804-834-3990,,,,,,barchart
"Viserion Grain, LLC",Boulder,,,559-535-3314,,dealer,,IA,yes,registry-ia
"F. W. COBS COMPANY, INC.",SAINT ALBANS BAY,VT,,,,dealer,"49,000",,,registry-ne
"F.W. Cobs Co., Inc.",St Albans Bay,VT,,,PO Box 30,dealer+warehouse,,,,registry-wi
ADM Grain,Cheney,WA,,N/A,,,,,,barchart
Almota Elevator Company,Colfax,WA,,,,warehouse,,,,registry-id
"Almota Elevator Company, Inc.",Mockonema,WA,Whitman,,,dealer+warehouse,"457,000",,,registry-wa
"Almota Elevator Company, Inc.",Port Almota,WA,Whitman,,,dealer+warehouse,"2,703,000",,,registry-wa
"Almota Elevator Company, Inc.",Union Center,WA,Whitman,,,dealer+warehouse,"426,000",,,registry-wa
"Anderson Northwest, LLC",Valleyford,WA,,,,warehouse,,,,registry-id
"Blue Mountain Seed, Inc.",Walla Walla,WA,W. Walla,,,dealer+warehouse,"84,000",,,registry-wa
"Central Bean Company, Inc.",Quincy,WA,,,,warehouse,,,,registry-id
"Central Bean Company, Inc.",Quincy,WA,Grant,,,dealer+warehouse,"257,000",,,registry-wa
Chris Knutzen Grain Inc.,Bow,WA,Skagit,,,dealer+warehouse,"192,000",,,registry-wa
CHS SunBasin Growers,Connell,WA,,509-234-2641,,,,,,barchart
CHS SunBasin Growers,Kennewick,WA,,509-586-1128,,,,,,barchart
CHS SunBasin Growers,Moses Lake,WA,,509-765-3881,,,,,,barchart
CHS SunBasin Growers,Othello,WA,,509-488-3118,,,,,,barchart
Columbia Bean & Produce Company,Wheeler,WA,Grant,,,dealer+warehouse,"373,000",,,registry-wa
"Columbia Grain International, LLC",Clarkston,WA,,,,dealer,,,,registry-id
Columbia Plateau Producers LLC dba Shepherd's Grain Spokane,Valley,WA,,,,warehouse,,,,registry-id
"Crites Seed, Inc.",Quincy,WA,Grant,,,dealer+warehouse,"265,000",,,registry-wa
Eppich Grain Inc,Basin City,WA,,509-269-4693	,,,,,,barchart
Eppich Grain Inc,Mesa,WA,,5092694693,,,,,,barchart
"Eppich Grain, Inc.",Basin City,WA,Franklin,,,dealer+warehouse,"996,000",,,registry-wa
"Eppich Grain, Inc.",Othello,WA,Adams,,,dealer+warehouse,"152,000",,,registry-wa
"Eppich Grain, Inc.",Royal Slope,WA,Grant,,,dealer+warehouse,"333,000",,,registry-wa
"Farmer Bean & Seed, LLC",Quincy,WA,Grant,,,dealer+warehouse,"129,000",,,registry-wa
"Fresh Nature Foods, LLC",Spokane,WA,,,,warehouse,,,,registry-id
"GLOBAL HARVEST FOODS, LLC",TUKWILLA,WA,,,,dealer,"450,000",,,registry-ne
"Grain Handling, Inc.",Almira,WA,Lincoln,,,dealer+warehouse,"783,000",,,registry-wa
"Grain Handling, Inc.",Bluestem,WA,Lincoln,,,dealer+warehouse,"443,000",,,registry-wa
"Grain Handling, Inc.",Brewster,WA,Okanogan,,,dealer+warehouse,"412,000",,,registry-wa
"Grain Handling, Inc.",Clarkston,WA,Asotin,,,dealer+warehouse,"52,000",,,registry-wa
"Grain Handling, Inc.",Coulee City,WA,Grant,,,dealer+warehouse,"556,000",,,registry-wa
"Grain Handling, Inc.",Creston,WA,Lincoln,,,dealer+warehouse,"754,000",,,registry-wa
"Grain Handling, Inc.",Davenport,WA,Lincoln,,,dealer+warehouse,"119,000",,,registry-wa
"Grain Handling, Inc.",Douglas,WA,Douglas,,,dealer+warehouse,"587,000",,,registry-wa
"Grain Handling, Inc.",Downs,WA,Lincoln,,,dealer+warehouse,"392,000",,,registry-wa
"Grain Handling, Inc.",Egypt,WA,Lincoln,,,dealer+warehouse,"255,000",,,registry-wa
"Grain Handling, Inc.",Eleanor,WA,Lincoln,,,dealer+warehouse,"351,000",,,registry-wa
"Grain Handling, Inc.",Ephrata,WA,Grant,,,dealer+warehouse,"395,000",,,registry-wa
"Grain Handling, Inc.",Espanola,WA,Spokane,,,dealer+warehouse,"400,000",,,registry-wa
"Grain Handling, Inc.",Farmer,WA,Douglas,,,dealer+warehouse,"876,000",,,registry-wa
"Grain Handling, Inc.",Govan,WA,Lincoln,,,dealer+warehouse,"404,000",,,registry-wa
"Grain Handling, Inc.",Gravelle,WA,Lincoln,,,dealer+warehouse,"367,000",,,registry-wa
"Grain Handling, Inc.",Hanson,WA,Grant,,,dealer+warehouse,"598,000",,,registry-wa
"Grain Handling, Inc.",Harrington,WA,Lincoln,,,dealer+warehouse,"135,000",,,registry-wa
"Grain Handling, Inc.",Hartline,WA,Grant,,,dealer+warehouse,"446,000",,,registry-wa
"Grain Handling, Inc.",Highland,WA,Grant,,,dealer+warehouse,"225,000",,,registry-wa
"Grain Handling, Inc.",Hite,WA,Spokane,,,dealer+warehouse,"671,000",,,registry-wa
"Grain Handling, Inc.",Hunters,WA,Stevens,,,dealer+warehouse,"56,000",,,registry-wa
"Grain Handling, Inc.",Irby,WA,Lincoln,,,dealer+warehouse,"235,000",,,registry-wa
"Grain Handling, Inc.",Jantz,WA,Adams,,,dealer+warehouse,"221,000",,,registry-wa
"Grain Handling, Inc.",Krupp,WA,Grant,,,dealer+warehouse,"763,000",,,registry-wa
"Grain Handling, Inc.",Lamona,WA,Lincoln,,,dealer+warehouse,"638,000",,,registry-wa
"Grain Handling, Inc.",Lauer,WA,Adams,,,dealer+warehouse,"494,000",,,registry-wa
"Grain Handling, Inc.",Mansfield,WA,Douglas,,,dealer+warehouse,"198,000",,,registry-wa
"Grain Handling, Inc.",Marlin,WA,Grant,,,dealer+warehouse,"222,000",,,registry-wa
"Grain Handling, Inc.",Mohler,WA,Lincoln,,,dealer+warehouse,"343,000",,,registry-wa
"Grain Handling, Inc.",Mondovi,WA,Lincoln,,,dealer+warehouse,"528,000",,,registry-wa
"Grain Handling, Inc.",N. Almira,WA,Lincoln,,,dealer+warehouse,"352,000",,,registry-wa
"Grain Handling, Inc.",Odessa,WA,Lincoln,,,dealer+warehouse,"244,000",,,registry-wa
"Grain Handling, Inc.",Omans,WA,Lincoln,,,dealer+warehouse,"153,000",,,registry-wa
"Grain Handling, Inc.",Othello,WA,Adams,,,dealer+warehouse,"263,000",,,registry-wa
"Grain Handling, Inc.",Packard,WA,Adams,,,dealer+warehouse,"460,000",,,registry-wa
"Grain Handling, Inc.",Plymouth,WA,Benton,,,dealer+warehouse,"4,129,000",,,registry-wa
"Grain Handling, Inc.",Pullman,WA,Whitman,,,dealer+warehouse,"153,000",,,registry-wa
"Grain Handling, Inc.",Reardan,WA,Lincoln,,,dealer+warehouse,"991,000",,,registry-wa
"Grain Handling, Inc.",Reiman,WA,Adams,,,dealer+warehouse,"386,000",,,registry-wa
"Grain Handling, Inc.",Rocklyn,WA,Lincoln,,,dealer+warehouse,"325,000",,,registry-wa
"Grain Handling, Inc.",S. Almira,WA,Lincoln,,,dealer+warehouse,"611,000",,,registry-wa
"Grain Handling, Inc.",Schoonover,WA,Adams,,,dealer+warehouse,"520,000",,,registry-wa
"Grain Handling, Inc.",Sherman,WA,Lincoln,,,dealer+warehouse,"159,000",,,registry-wa
"Grain Handling, Inc.",Steptoe,WA,Whitman,,,dealer+warehouse,"46,000",,,registry-wa
"Grain Handling, Inc.",Supplee,WA,Douglas,,,dealer+warehouse,"132,000",,,registry-wa
"Grain Handling, Inc.",Talk. Homestead,WA,Lincoln,,,dealer+warehouse,"30,000",,,registry-wa
"Grain Handling, Inc.",Talkington,WA,Lincoln,,,dealer+warehouse,"41,000",,,registry-wa
"Grain Handling, Inc.",Waterville,WA,Douglas,,,dealer+warehouse,"404,000",,,registry-wa
"Grain Handling, Inc.",Waukon,WA,Lincoln,,,dealer+warehouse,"253,000",,,registry-wa
"Grain Handling, Inc.",Wenatchee,WA,Chelan,,,dealer+warehouse,"506,000",,,registry-wa
"Grain Handling, Inc.",Wheatridge,WA,Lincoln,,,dealer+warehouse,"285,000",,,registry-wa
"Grain Handling, Inc.",Wilbur,WA,Lincoln,,,dealer+warehouse,"700,000",,,registry-wa
"Grain Handling, Inc.",Withrow,WA,Douglas,,,dealer+warehouse,"556,000",,,registry-wa
"HighLine Grain Growers, Inc",Farmer,WA,,509-745-8142,,,,,,barchart
"Highline Grain Growers, Inc.",Waterville,WA,,,,warehouse,,,,registry-id
"HighLine Grain Growers, Inc.",Four Lakes,WA,Spokane,,,dealer+warehouse,"2,167,000",,,registry-wa
"Horse Heaven Grain, LLC",Roosevelt,WA,Klickitat,,,dealer+warehouse,"1,382,000",,,registry-wa
Inland Empire Milling Co.,Moses Lake,WA,Grant,,,dealer+warehouse,"336,000",,,registry-wa
Inland Empire Milling Co.,Pine City,WA,Whitman,,,dealer+warehouse,"525,000",,,registry-wa
Inland Empire Milling Co.,Pleasant Valley,WA,Whitman,,,dealer+warehouse,"438,000",,,registry-wa
Inland Empire Milling Co.,St. John,WA,Whitman,,,dealer+warehouse,"139,000",,,registry-wa
Inland Empire Milling Company Inc,St John,WA,,5096483366,,,,,,barchart
"Land O'Lakes dba Purina Animal Nutrition, LLC",Spokane,WA,,,,dealer,,,,registry-id
"McKay Seed Company, Inc.",Almira,WA,,,,warehouse,,,,registry-id
"McKay Seed Company, Inc.",Moses Lake,WA,Grant,,,dealer+warehouse,"215,000",,,registry-wa
"McKay Seed Company, Inc.",Palouse,WA,Whitman,,,dealer+warehouse,"569,000",,,registry-wa
"McKay Seed Company, Inc.",Stahl,WA,Adams,,,dealer+warehouse,"150,000",,,registry-wa
Northwest Grain Growers,Walla Walla,WA,,509-525-6510,,,,,,barchart
"Northwest Grain Growers, Inc. Walla",Walla,WA,,,,dealer,,,,registry-id
"Palouse Grain Growers, Inc.",Palouse,WA,,,,warehouse,,,,registry-id
"Palouse Pulse, LLC",Eden,WA,Whitman,,,dealer+warehouse,"14,000",,,registry-wa
"Palouse Pulse, LLC",Farmington,WA,,,,warehouse,,,,registry-id
"Palouse Pulse, LLC",Farmington,WA,Whitman,,,dealer+warehouse,"452,000",,,registry-wa
Pomeroy Grain,Pomeroy,WA,,(509) 843-1694,,,,,,barchart
"Pomeroy Grain Growers, Inc.",Central Ferry,WA,Garfield,,,dealer+warehouse,"2,647,000",,,registry-wa
"Pomeroy Grain Growers, Inc.",Pomeroy,WA,,,,warehouse,,,,registry-id
"Pomeroy Grain Growers, Inc.",Pomeroy,WA,Garfield,,,dealer+warehouse,"302,000",,,registry-wa
"Pomeroy Grain Growers, Inc.",Zumwalt,WA,Garfield,,,dealer+warehouse,"180,000",,,registry-wa
"R M K Farms, Inc.",Cashup,WA,Whitman,,,dealer+warehouse,"177,000",,,registry-wa
"R M K Farms, Inc.",Colfax,WA,Whitman,,,dealer+warehouse,"333,000",,,registry-wa
"R M K Farms, Inc.",Mt. Hope,WA,Whitman,,,dealer+warehouse,"160,000",,,registry-wa
"R M K Farms, Inc.",Oakesdale,WA,Whitman,,,dealer+warehouse,"204,000",,,registry-wa
"R M K Farms, Inc.",Plaza,WA,Spokane,,,dealer+warehouse,"50,000",,,registry-wa
"R M K Farms, Inc.",Spangle,WA,Spokane,,,dealer+warehouse,"376,000",,,registry-wa
"R M K Farms, Inc.",Spokane,WA,Spokane,,,dealer+warehouse,"670,000",,,registry-wa
Ritzville Warehouse Co,Ritzville,WA,,509?659?0130,,,,,,barchart
Ritzville Warehouse Co.,Batum,WA,Adams,,,dealer+warehouse,"584,000",,,registry-wa
Ritzville Warehouse Co.,Benge,WA,Adams,,,dealer+warehouse,"321,000",,,registry-wa
Ritzville Warehouse Co.,Crab Creek,WA,Lincoln,,,dealer+warehouse,"102,000",,,registry-wa
Ritzville Warehouse Co.,Edens,WA,Lincoln,,,dealer+warehouse,"606,000",,,registry-wa
Ritzville Warehouse Co.,Edwall,WA,Lincoln,,,dealer+warehouse,"103,000",,,registry-wa
Ritzville Warehouse Co.,Fletcher,WA,Adams,,,dealer+warehouse,"444,000",,,registry-wa
Ritzville Warehouse Co.,Kalotus,WA,Franklin,,,dealer+warehouse,"401,000",,,registry-wa
Ritzville Warehouse Co.,Keystone,WA,Adams,,,dealer+warehouse,"147,000",,,registry-wa
Ritzville Warehouse Co.,Lacrosse,WA,Whitman,,,dealer+warehouse,"730,000",,,registry-wa
Ritzville Warehouse Co.,Maier,WA,Adams,,,dealer+warehouse,"258,000",,,registry-wa
Ritzville Warehouse Co.,Marcellus,WA,Adams,,,dealer+warehouse,"338,000",,,registry-wa
Ritzville Warehouse Co.,Moody,WA,Adams,,,dealer+warehouse,"664,000",,,registry-wa
Ritzville Warehouse Co.,Odessa,WA,Lincoln,,,dealer+warehouse,"241,000",,,registry-wa
Ritzville Warehouse Co.,Ralston,WA,Adams,,,dealer+warehouse,"420,000",,,registry-wa
Ritzville Warehouse Co.,Ritzville,WA,Adams,,,dealer+warehouse,"989,000",,,registry-wa
Ritzville Warehouse Co.,Ruff,WA,Grant,,,dealer+warehouse,"543,000",,,registry-wa
Ritzville Warehouse Co.,Sand Hills,WA,Adams,,,dealer+warehouse,"268,000",,,registry-wa
Ritzville Warehouse Co.,Sprague,WA,Lincoln,,,dealer+warehouse,"220,000",,,registry-wa
Ritzville Warehouse Co.,Stratford,WA,Grant,,,dealer+warehouse,"954,000",,,registry-wa
Ritzville Warehouse Co.,Templin,WA,Adams,,,dealer+warehouse,"762,000",,,registry-wa
Ritzville Warehouse Co.,Tokio,WA,Adams,,,dealer+warehouse,"304,000",,,registry-wa
Ritzville Warehouse Co.,Tower,WA,Lincoln,,,dealer+warehouse,"397,000",,,registry-wa
Ritzville Warehouse Co.,Washtucna,WA,Adams,,,dealer+warehouse,"257,000",,,registry-wa
Ritzville Warehouse Co.,Wilson Creek,WA,Grant,,,dealer+warehouse,"931,000",,,registry-wa
Spokane Seed Company,Spokane,WA,,,,warehouse,,,,registry-id
"Stateline Processors, Inc.",Tekoa,WA,,,,warehouse,,,,registry-id
"Stateline Processors, Inc.",Tekoa,WA,Whitman,,,dealer+warehouse,"149,000",,,registry-wa
"Steve and Edie Mader, LLC dba",Palouse,WA,Whitman,,,dealer+warehouse,"37,000",,,registry-wa
"Tri-Cities Grain, LLC.",Pasco,WA,,509-545-0900,,,,,,barchart
Uniontown Co-Operative Association,Uniontown,WA,,,,warehouse,,,,registry-id
Uniontown Cooperative Assoc.,Leon,WA,Whitman,,,dealer+warehouse,"250,000",,,registry-wa
Uniontown Cooperative Assoc.,Uniontown,WA,Whitman,,,dealer+warehouse,"1,572,000",,,registry-wa
Uniontown Cooperative Association,Uniontown,WA,,(509) 229-3828,,,,,,barchart
United Grain Corporation of Oregon,Vancouver,WA,Clark,,,dealer+warehouse,"9,173,000",,,registry-wa
Viterra USA LLC,Warden,WA,,,,warehouse,,,,registry-id
"West Plains, LLC",Omaha,,,402-829-5112,,dealer,,IA,yes,registry-ia
121 Farms LLC,Independence,WI,,,W22452 State Road 121,dealer+warehouse,,,,registry-wi
24/7 Grain Services LLC,Almena,WI,,,1673 6th St.,dealer+warehouse,,,,registry-wi
"Ace Ethanol, LLC",Stanley,WI,,,815 W Maple St.,dealer+warehouse,,,,registry-wi
Adell Cooperative Union,Adell,WI,,,606 Tower Ave.,dealer+warehouse,,,,registry-wi
Albion Grain LLC,Eleva,WI,,,N50704 County Highway Y,dealer+warehouse,,,,registry-wi
ALCIVIA,Baldwin,WI,,800-554-3213,,,,,,barchart
ALCIVIA,Belleville,WI,,(608) 424-3651,,,,,,barchart
ALCIVIA,Cottage Grove,WI,,608-819-3170,,,,,,barchart
ALCIVIA,Durand,WI,,715-672-8947,,,,,,barchart
ALCIVIA,Elmwood,WI,,715-639-2411,,,,,,barchart
ALCIVIA,Evansville,WI,,608-882-2621,,,,,,barchart
ALCIVIA,Fall Creek,WI,,1-800-448-5259,,,,,,barchart
ALCIVIA,Fall River,WI,,608.819.3475,,,,,,barchart
ALCIVIA,Hager City ,WI,,N/A,,,,,,barchart
ALCIVIA,Menomonie,WI,,715-231-8947,,,,,,barchart
ALCIVIA,Mondovi,WI,,715-926-3646,,,,,,barchart
ALCIVIA,New Richmond,WI,,715.246.9580,,,,,,barchart
ALCIVIA,Osseo,WI,, (715) 597-3328,,,,,,barchart
ALCIVIA,Whitewater,WI,,262-473-2410,,,,,,barchart
"Allied Cooperative, WI",Adams,WI,,+1 800-247-5679,,,,,,barchart
"Allied Cooperative, WI",Auburndale,WI,,715-652-2300,,,,,,barchart
"Allied Cooperative, WI",Blair,WI,,(608) 989-2298,,,,,,barchart
"Allied Cooperative, WI",Hixton,WI,,715-963-3211,,,,,,barchart
"Allied Cooperative, WI",Mauston,WI,,(608) 847-5212,,,,,,barchart
"Allied Cooperative, WI",Stratford,WI,,715-687-4683,,,,,,barchart
"Allied Cooperative, WI",Tomah,WI,,(608) 847-372-2090,,,,,,barchart
"Allied Cooperative, WI",Wisconsin Dells,WI,,(715) 423-3000,,,,,,barchart
"Andersen Feeds, Inc.",Galesville,WI,,,PO Box 98,dealer+warehouse,,,,registry-wi
Appell Grain Inc.,Shullsburg,WI,,,5883 County Road P,dealer+warehouse,,,,registry-wi
"Arno Pfeifer, Incorporated",Greenbush,WI,,,PO Box 101,dealer+warehouse,,,,registry-wi
Atlas Cooperative,Luck,WI,,,2120 295th Ave.,dealer+warehouse,,,,registry-wi
"Augusta Feed Service, Inc.",Augusta,WI,,,PO Box 479,dealer+warehouse,,,,registry-wi
"Aurora Grains, LLC",Berlin,WI,,,N825 32nd Ave.,dealer+warehouse,,,,registry-wi
Aztalan Bio LLC,Johnson Creek,WI,,,W5289 Valero Way,dealer+warehouse,,,,registry-wi
Aztalan Bio LLC,Johnson Creek,WI,,(920)515-0578,,,,,,barchart
Badger Grain Supply,Wheeler,WI,,715.632.2319 x3,,,,,,barchart
"Badger Grain Supply, LLC",Wheeler,WI,,,E5210 1040th Ave.,dealer+warehouse,,,,registry-wi
"Badger State Ethanol, LLC",Monroe,WI,,,820 W 17th St.,dealer+warehouse,,,,registry-wi
"Berlin Feed, Inc.",Berlin,WI,,,328 S Church St.,dealer+warehouse,,,,registry-wi
